Latitude,longitude,tree_dbh,status,health,spc_common,boroname
40.83965675,-73.94317978,4,Alive,Good,pin oak,Manhattan
40.83982934,-73.94311097,3,Alive,Good,pin oak,Manhattan
40.78082663,-73.98137756,10,Alive,Good,pin oak,Manhattan
40.83939878,-73.94173134,2,Alive,Fair,pin oak,Manhattan
40.77767973,-73.98168977,8,Alive,Good,Sophora,Manhattan
40.74700749,-73.99270876,4,Alive,Good,Sophora,Manhattan
40.76513137,-73.99105529,12,Alive,Good,Sophora,Manhattan
40.76431181,-73.98911027,11,Alive,Good,Sophora,Manhattan
40.72607101,-74.00141398,8,Alive,Good,Sophora,Manhattan
40.78152197,-73.9756155,16,Alive,Good,London planetree,Manhattan
40.78084717,-73.97610688,21,Alive,Good,London planetree,Manhattan
40.8159328,-73.94962487,6,Alive,Poor,golden raintree,Manhattan
40.71960689,-73.98259125,4,Alive,Good,cherry,Manhattan
40.72262895,-73.99058037,6,Alive,Fair,Sophora,Manhattan
40.76509278,-73.99096372,11,Alive,Good,Sophora,Manhattan
40.7822809,-73.97210495,12,Alive,Good,American elm,Manhattan
40.76168409,-73.96123418,18,Alive,Good,Kentucky coffeetree,Manhattan
40.72343984,-73.994671,11,Alive,Good,golden raintree,Manhattan
40.83252108,-73.94600159,3,Alive,Good,purple-leaf plum,Manhattan
40.72414133,-73.98285511,2,Alive,Fair,Sophora,Manhattan
40.76515695,-73.96087802,11,Alive,Fair,Callery pear,Manhattan
40.76527785,-73.96079111,11,Alive,Fair,Callery pear,Manhattan
40.78329607,-73.97276785,11,Alive,Good,Callery pear,Manhattan
40.78340413,-73.97302347,13,Alive,Good,Callery pear,Manhattan
40.77267606,-73.95861238,7,Alive,Good,silver linden,Manhattan
40.74025236,-73.9773558,15,Alive,Good,mulberry,Manhattan
40.77328482,-73.94610199,7,Alive,Fair,Callery pear,Manhattan
40.77099173,-73.95984866,5,Alive,Good,Callery pear,Manhattan
40.77723004,-73.98062399,6,Alive,Good,Callery pear,Manhattan
40.84723813,-73.94022289,2,Alive,Good,Kentucky coffeetree,Manhattan
40.78256022,-73.97328746,9,Alive,Good,silver linden,Manhattan
40.78272342,-73.9454505,5,Alive,Fair,Chinese chestnut,Manhattan
40.73484681,-73.995151,13,Alive,Good,black walnut,Manhattan
40.78028787,-73.9833897,9,Alive,Good,Callery pear,Manhattan
40.78807127,-73.9483779,8,Alive,Fair,Callery pear,Manhattan
40.77051867,-73.96019015,17,Alive,Good,Callery pear,Manhattan
40.84820268,-73.94169644,4,Alive,Good,swamp white oak,Manhattan
40.80166999,-73.95245635,22,Alive,Good,Sophora,Manhattan
40.78502767,-73.95085289,12,Alive,Fair,Sophora,Manhattan
40.75340991,-73.96633572,3,Alive,Good,Callery pear,Manhattan
40.72095115,-73.98416394,18,Alive,Good,Callery pear,Manhattan
40.76258163,-73.98695858,16,Alive,Good,Callery pear,Manhattan
40.76245536,-73.98665854,9,Alive,Fair,Callery pear,Manhattan
40.72706628,-73.9913149,19,Alive,Good,Callery pear,Manhattan
40.73900443,-73.97784655,8,Alive,Fair,Callery pear,Manhattan
40.73896561,-73.97775354,6,Alive,Good,Callery pear,Manhattan
40.71381573,-73.9773638,2,Alive,Fair,southern magnolia,Manhattan
40.78500098,-73.95078978,5,Alive,Poor,Sophora,Manhattan
40.77221829,-73.95637755,6,Alive,Good,Sophora,Manhattan
40.8037621,-73.93211237,4,Alive,Fair,'Schubert' chokecherry,Manhattan
40.79954743,-73.95583742,2,Alive,Good,ginkgo,Manhattan
40.75347927,-73.96534989,8,Alive,Good,ginkgo,Manhattan
40.78266594,-73.97853571,6,Alive,Fair,honeylocust,Manhattan
40.7700339,-73.98656937,7,Alive,Good,honeylocust,Manhattan
40.72889574,-73.97876658,11,Alive,Good,pin oak,Manhattan
40.72319539,-73.97842859,4,Alive,Good,pin oak,Manhattan
40.71215845,-73.99789341,3,Alive,Good,ginkgo,Manhattan
40.71067765,-74.00088669,8,Alive,Good,honeylocust,Manhattan
40.77346964,-73.94596713,9,Alive,Good,ginkgo,Manhattan
40.7994534,-73.96537002,4,Alive,Good,pin oak,Manhattan
40.82061805,-73.94908056,5,Alive,Good,paper birch,Manhattan
40.87123835,-73.91234127,4,Alive,Good,shingle oak,Manhattan
40.73332564,-73.98528062,5,Alive,Good,littleleaf linden,Manhattan
40.72833655,-73.98168446,14,Alive,Good,black locust,Manhattan
40.76822825,-73.99259935,3,Alive,Good,silver maple,Manhattan
40.78499669,-73.97261197,11,Alive,Fair,London planetree,Manhattan
40.77973556,-73.98171596,4,Alive,Good,hawthorn,Manhattan
40.71578511,-73.99208944,14,Alive,Good,London planetree,Manhattan
40.80382443,-73.96045753,28,Alive,Good,London planetree,Manhattan
40.78225455,-73.97249305,5,Alive,Good,ginkgo,Manhattan
40.78285402,-73.97398315,17,Alive,Poor,London planetree,Manhattan
40.77316961,-73.94618605,8,Alive,Fair,Callery pear,Manhattan
40.73523725,-74.00099706,18,Alive,Good,Callery pear,Manhattan
40.77255822,-73.96110596,10,Alive,Good,Callery pear,Manhattan
40.77246348,-73.96088154,8,Alive,Good,Callery pear,Manhattan
40.76290196,-73.98771974,10,Alive,Good,Callery pear,Manhattan
40.78150986,-73.95256879,6,Alive,Good,Callery pear,Manhattan
40.76219012,-73.98768742,10,Alive,Good,Callery pear,Manhattan
40.74820468,-73.98622761,2,Alive,Good,river birch,Manhattan
40.7292061,-73.97950244,12,Alive,Good,green ash,Manhattan
40.7851256,-73.97120683,8,Alive,Good,green ash,Manhattan
40.78272511,-73.97360728,5,Alive,Good,ginkgo,Manhattan
40.78463674,-73.979434,6,Alive,Good,crab apple,Manhattan
40.73569261,-74.003338780000007,2,Alive,Good,ginkgo,Manhattan
40.77003122,-73.96054481,10,Alive,Fair,Callery pear,Manhattan
40.77188068,-73.98268494,27,Alive,Good,London planetree,Manhattan
40.77910483,-73.96020628,11,Alive,Good,London planetree,Manhattan
40.7814773,-73.97564803,23,Alive,Good,London planetree,Manhattan
40.7847363,-73.97002376,16,Alive,Fair,American elm,Manhattan
40.77900626,-73.98726958,6,Alive,Good,golden raintree,Manhattan
40.71147735,-73.99231298,13,Alive,Good,London planetree,Manhattan
40.72888877,-73.97697363,2,Alive,Good,golden raintree,Manhattan
40.78297279,-73.97419376,4,Alive,Poor,London planetree,Manhattan
40.77185573,-73.98222017,5,Alive,Good,hawthorn,Manhattan
40.76344853,-73.96941187,3,Alive,Good,hawthorn,Manhattan
40.78408095,-73.97981265,14,Alive,Good,crab apple,Manhattan
40.75388413,-73.96799826,11,Alive,Good,honeylocust,Manhattan
40.72203666,-74.00053654,4,Alive,Fair,American linden,Manhattan
40.79532668,-73.97562794,5,Alive,Good,honeylocust,Manhattan
40.77315227,-73.9519336,11,Alive,Good,honeylocust,Manhattan
40.77762123,-73.97876211,5,Alive,Fair,honeylocust,Manhattan
40.77777113,-73.97865314,6,Alive,Good,honeylocust,Manhattan
40.76298832,-73.96431125,6,Alive,Good,littleleaf linden,Manhattan
40.76267226,-73.96356265,2,Alive,Good,littleleaf linden,Manhattan
40.79877541,-73.97156027,10,Alive,Fair,littleleaf linden,Manhattan
40.73663365,-73.97771678,6,Alive,Fair,littleleaf linden,Manhattan
40.83698357,-73.94270119,3,Alive,Good,crab apple,Manhattan
40.80852122,-73.96329637,11,Alive,Fair,black locust,Manhattan
40.72010473,-73.98362954,6,Alive,Good,honeylocust,Manhattan
40.78443541,-73.97954866,4,Alive,Good,crab apple,Manhattan
40.77341693,-73.951738,10,Alive,Good,honeylocust,Manhattan
40.73937689,-73.97873901,12,Alive,Good,honeylocust,Manhattan
40.79511081,-73.97511727,6,Alive,Good,honeylocust,Manhattan
40.83325219,-73.94542814,8,Alive,Good,crab apple,Manhattan
40.83294135,-73.94569458,3,Alive,Good,crab apple,Manhattan
40.7113977,-73.99230121,14,Alive,Good,willow oak,Manhattan
40.78287801,-73.97403997,16,Alive,Fair,London planetree,Manhattan
40.73315593,-73.97573348,16,Alive,Fair,London planetree,Manhattan
40.76935554,-73.95945838,14,Alive,Good,London planetree,Manhattan
40.72960397,-74.00453604,13,Alive,Good,honeylocust,Manhattan
40.7621556,-73.98954588,7,Alive,Good,honeylocust,Manhattan
40.80234416,-73.96096912,23,Alive,Good,London planetree,Manhattan
40.79002747,-73.96944578,6,Alive,Fair,London planetree,Manhattan
40.7654299,-73.9604001,2,Alive,Good,Kentucky coffeetree,Manhattan
40.7923844,-73.97365519,12,Alive,Good,Kentucky coffeetree,Manhattan
40.73320114,-73.97584039,18,Alive,Fair,London planetree,Manhattan
40.73529787,-74.00518225,11,Alive,Fair,ginkgo,Manhattan
40.78602967,-73.96913479,7,Alive,Good,American linden,Manhattan
40.7361777,-74.00387646,15,Alive,Good,honeylocust,Manhattan
40.78299745,-73.97432279,45,Alive,Good,American elm,Manhattan
40.73602867,-74.00419709,8,Alive,Good,green ash,Manhattan
40.73595577,-73.97656582,9,Alive,Good,green ash,Manhattan
40.76930689,-73.9593436,12,Alive,Good,London planetree,Manhattan
40.71123161,-74.00085796,10,Alive,Good,honeylocust,Manhattan
40.73577249,-74.00336196,2,Alive,Good,ginkgo,Manhattan
40.78437713,-73.97959207,10,Alive,Good,crab apple,Manhattan
40.83697261,-73.94274891,2,Alive,Good,crab apple,Manhattan
40.76649635,-73.98626015,10,Alive,Good,honeylocust,Manhattan
40.73963673,-73.97936162,11,Alive,Good,honeylocust,Manhattan
40.73955698,-73.97917053,12,Alive,Good,honeylocust,Manhattan
40.78507966,-73.97280991,7,Alive,Good,ginkgo,Manhattan
40.80260991,-73.96502208,6,Alive,Good,honeylocust,Manhattan
40.79540378,-73.94570745,13,Alive,Good,Siberian elm,Manhattan
40.79269141,-73.96936157,23,Alive,Good,Siberian elm,Manhattan
40.76633569,-73.98587867,10,Alive,Good,honeylocust,Manhattan
40.77245462,-73.95098622,14,Alive,Good,American linden,Manhattan
40.7814552,-73.98118152,3,Alive,Good,crab apple,Manhattan
40.78530313,-73.97890135,5,Alive,Fair,crab apple,Manhattan
40.83290326,-73.94568315,3,Alive,Good,crab apple,Manhattan
40.73829461,-73.97996779,9,Alive,Good,honeylocust,Manhattan
40.7449453,-73.98617143,3,Alive,Fair,honeylocust,Manhattan
40.78529908,-73.97894406,5,Alive,Good,crab apple,Manhattan
40.77016883,-73.951187,4,Alive,Fair,honeylocust,Manhattan
40.78428063,-73.97966394,4,Alive,Poor,crab apple,Manhattan
40.7731049,-73.95196862,11,Alive,Good,honeylocust,Manhattan
40.78797648,-73.94822412,4,Alive,Good,American linden,Manhattan
40.76638118,-73.98598667,12,Alive,Good,honeylocust,Manhattan
40.80838469,-73.96633015,4,Alive,Fair,green ash,Manhattan
40.78223448,-73.97199431,13,Alive,Good,American elm,Manhattan
40.75285588,-73.96657044,14,Alive,Good,honeylocust,Manhattan
40.76185634,-73.98883541,14,Alive,Good,honeylocust,Manhattan
40.75358572,-73.96728519,12,Alive,Good,ginkgo,Manhattan
40.79475432,-73.97427393,10,Alive,Good,ginkgo,Manhattan
40.78122038,-73.98126186,4,Alive,Good,crab apple,Manhattan
40.83291592,-73.94571317,4,Alive,Good,crab apple,Manhattan
40.77211623,-73.95902323,13,Alive,Good,honeylocust,Manhattan
40.78505287,-73.97909411,11,Alive,Good,crab apple,Manhattan
40.7742803,-73.94818811,8,Alive,Good,honeylocust,Manhattan
40.72199801,-74.00045769,4,Alive,Poor,American linden,Manhattan
40.84088632,-73.9381695,4,Alive,Good,American linden,Manhattan
40.80297644,-73.95247828,11,Alive,Good,honeylocust,Manhattan
40.77272169,-73.95162038,11,Alive,Good,honeylocust,Manhattan
40.72035172,-73.98253819,11,Alive,Good,honeylocust,Manhattan
40.72041492,-73.98250593,14,Alive,Good,honeylocust,Manhattan
40.79536217,-73.9757119,5,Alive,Good,honeylocust,Manhattan
40.7816438,-73.98111699,6,Alive,Good,crab apple,Manhattan
40.78565854,-73.97867045,8,Alive,Good,crab apple,Manhattan
40.71048365,-74.00103233,10,Alive,Good,honeylocust,Manhattan
40.78444825,-73.97957852,4,Alive,Good,crab apple,Manhattan
40.77311308,-73.95829273,11,Alive,Good,American linden,Manhattan
40.76533898,-73.96018489,6,Alive,Poor,ginkgo,Manhattan
40.80254091,-73.96485891,7,Alive,Good,honeylocust,Manhattan
40.7283556,-73.97873074,13,Alive,Fair,ginkgo,Manhattan
40.78384578,-73.95810814,10,Alive,Fair,honeylocust,Manhattan
40.77525119,-73.95539277,7,Alive,Fair,ginkgo,Manhattan
40.77418666,-73.94825632,9,Alive,Good,honeylocust,Manhattan
40.8021517,-73.96103563,27,Alive,Good,London planetree,Manhattan
40.74664744,-73.98445741,2,Alive,Fair,ginkgo,Manhattan
40.78463549,-73.97939576,2,Alive,Poor,crab apple,Manhattan
40.77464087,-73.95687307,8,Alive,Good,honeylocust,Manhattan
40.78219435,-73.97512586,24,Alive,Good,London planetree,Manhattan
40.78131208,-73.97576834,27,Alive,Good,London planetree,Manhattan
40.78119984,-73.97588928,6,Alive,Good,ginkgo,Manhattan
40.80077159,-73.94869927,3,Alive,Fair,American linden,Manhattan
40.77192204,-73.95916488,7,Alive,Good,honeylocust,Manhattan
40.75393997,-73.9681317,12,Alive,Good,honeylocust,Manhattan
40.72201912,-74.00050075,4,Alive,Good,American linden,Manhattan
40.77288449,-73.95200694,4,Alive,Good,honeylocust,Manhattan
40.77346574,-73.95170192,11,Alive,Good,honeylocust,Manhattan
40.77265479,-73.95146152,11,Alive,Good,honeylocust,Manhattan
40.77284392,-73.95191062,5,Alive,Good,honeylocust,Manhattan
40.78162202,-73.98112444,4,Alive,Good,crab apple,Manhattan
40.78430876,-73.9796824,11,Alive,Good,crab apple,Manhattan
40.75354509,-73.96718811,10,Alive,Poor,ginkgo,Manhattan
40.75362753,-73.96738512,10,Alive,Good,ginkgo,Manhattan
40.80395907,-73.95232605,27,Alive,Good,American elm,Manhattan
40.73310979,-73.97562436,18,Alive,Good,London planetree,Manhattan
40.80205905,-73.96106765,22,Alive,Good,London planetree,Manhattan
40.78501414,-73.9791221,3,Alive,Good,crab apple,Manhattan
40.78564548,-73.97864076,3,Alive,Fair,crab apple,Manhattan
40.79360258,-73.97453751,14,Alive,Fair,ginkgo,Manhattan
40.83505138,-73.93833482,33,Alive,Fair,Siberian elm,Manhattan
40.78543461,-73.95383562,11,Alive,Good,Siberian elm,Manhattan
40.86332117,-73.92640361,4,Alive,Fair,black walnut,Manhattan
40.71072627,-74.00085019,10,Alive,Good,honeylocust,Manhattan
40.72957256,-74.0046361,9,Alive,Good,honeylocust,Manhattan
40.76210506,-73.98942589,4,Alive,Fair,honeylocust,Manhattan
40.77352484,-73.94592685,4,Alive,Good,ginkgo,Manhattan
40.72055769,-73.98243307,12,Alive,Good,honeylocust,Manhattan
40.71038594,-74.00110569,11,Alive,Good,honeylocust,Manhattan
40.72327017,-73.98566846,9,Alive,Poor,honeylocust,Manhattan
40.78118053,-73.98127549,7,Alive,Good,crab apple,Manhattan
40.78561032,-73.97866753,3,Alive,Poor,crab apple,Manhattan
40.80324293,-73.9565131,5,Alive,Good,magnolia,Manhattan
40.74796711,-73.99525205,8,Alive,Good,honeylocust,Manhattan
40.80232551,-73.95338625,3,Alive,Good,American linden,Manhattan
40.77272118,-73.96149199,4,Alive,Good,Chinese elm,Manhattan
40.77396057,-73.9576766,6,Dead,NA,NA,Manhattan
40.80045953,-73.9479589,4,Dead,NA,NA,Manhattan
40.74470525,-73.98148869,10,Alive,Good,Japanese zelkova,Manhattan
40.78842606,-73.94336163,4,Alive,Fair,Japanese zelkova,Manhattan
40.80083357,-73.95997285,7,Alive,Good,Japanese zelkova,Manhattan
40.80630254,-73.95930941,4,Alive,Good,northern red oak,Manhattan
40.80645957,-73.95919495,5,Alive,Good,northern red oak,Manhattan
40.77390943,-73.96431349,11,Alive,Good,ginkgo,Manhattan
40.7742304,-73.96376307,7,Alive,Good,ginkgo,Manhattan
40.78065235,-73.9498432,17,Alive,Good,honeylocust,Manhattan
40.78058496,-73.94989256,15,Alive,Good,honeylocust,Manhattan
40.79528639,-73.97553263,4,Alive,Good,honeylocust,Manhattan
40.78562337,-73.97869722,3,Alive,Fair,crab apple,Manhattan
40.84118397,-73.93832146,4,Alive,Good,American linden,Manhattan
40.80902096,-73.9631618,16,Alive,Good,pin oak,Manhattan
40.73952503,-73.97909397,12,Alive,Fair,honeylocust,Manhattan
40.74466182,-73.98138501,7,Alive,Good,northern red oak,Manhattan
40.73942097,-73.98072962,11,Alive,Poor,ginkgo,Manhattan
40.7937509,-73.97443071,13,Alive,Good,ginkgo,Manhattan
40.80392633,-73.95644563,21,Alive,Good,Japanese zelkova,Manhattan
40.80396791,-73.95654498,13,Alive,Good,Japanese zelkova,Manhattan
40.78779528,-73.9477245,4,Alive,Good,Japanese zelkova,Manhattan
40.73889317,-73.98111968,8,Alive,Fair,American linden,Manhattan
40.72021841,-73.98260622,16,Alive,Good,honeylocust,Manhattan
40.80297134,-73.96587679,11,Alive,Good,honeylocust,Manhattan
40.70648572,-74.00659163,2,Alive,Good,honeylocust,Manhattan
40.74331987,-73.98010379,9,Alive,Good,honeylocust,Manhattan
40.78203408,-73.97528178,0,Stump,NA,NA,Manhattan
40.76458056,-73.98974808,0,Stump,NA,NA,Manhattan
40.72312762,-73.98981908,7,Alive,Good,honeylocust,Manhattan
40.7853592,-73.97885867,14,Alive,Good,pin oak,Manhattan
40.83989895,-73.94308321,5,Alive,Good,pin oak,Manhattan
40.78079725,-73.98142099,17,Alive,Good,pin oak,Manhattan
40.73670459,-73.97881952,4,Alive,Good,pin oak,Manhattan
40.72857716,-73.97857001,4,Alive,Good,ginkgo,Manhattan
40.78396024,-73.95837974,11,Alive,Good,honeylocust,Manhattan
40.80649871,-73.95916643,5,Alive,Good,northern red oak,Manhattan
40.82746735,-73.95153789,0,Stump,NA,NA,Manhattan
40.80400975,-73.95664496,19,Alive,Good,Japanese zelkova,Manhattan
40.77280908,-73.95182787,2,Alive,Good,northern red oak,Manhattan
40.73900105,-73.97973807,8,Alive,Good,honeylocust,Manhattan
40.74426449,-73.98042563,15,Alive,Good,pin oak,Manhattan
40.74357702,-73.9807123,4,Alive,Good,honeylocust,Manhattan
40.83960415,-73.94212566,4,Alive,Fair,northern red oak,Manhattan
40.79505147,-73.97322426,8,Alive,Poor,littleleaf linden,Manhattan
40.72817512,-73.97886165,12,Alive,Poor,ginkgo,Manhattan
40.7644861,-73.9895239,0,Stump,NA,NA,Manhattan
40.73993891,-73.98196044,10,Alive,Good,ginkgo,Manhattan
40.78668492,-73.94807972,0,Stump,NA,NA,Manhattan
40.8025767,-73.95250445,13,Alive,Good,Japanese zelkova,Manhattan
40.7847332,-73.97936428,5,Alive,Good,northern red oak,Manhattan
40.79038588,-73.96918564,10,Alive,Good,Japanese zelkova,Manhattan
40.83974738,-73.94314364,5,Alive,Good,pin oak,Manhattan
40.76409105,-73.96110418,8,Alive,Good,pin oak,Manhattan
40.8029353,-73.96579157,10,Alive,Good,honeylocust,Manhattan
40.7284325,-73.97867495,12,Alive,Good,ginkgo,Manhattan
40.70624547,-74.00626875,3,Alive,Good,honeylocust,Manhattan
40.76331193,-73.96093567,10,Alive,Good,honeylocust,Manhattan
40.73991127,-73.98189476,13,Alive,Poor,ginkgo,Manhattan
40.79011916,-73.9693774,3,Alive,Poor,London planetree,Manhattan
40.80986073,-73.965089,0,Stump,NA,NA,Manhattan
40.77338438,-73.95778968,6,Alive,Good,Japanese zelkova,Manhattan
40.80275485,-73.96536485,4,Alive,Good,honeylocust,Manhattan
40.80265195,-73.9651215,9,Alive,Good,honeylocust,Manhattan
40.72850291,-73.97862388,2,Alive,Good,ginkgo,Manhattan
40.77044158,-73.9509853,8,Alive,Good,pin oak,Manhattan
40.78280009,-73.97334225,18,Alive,Good,pin oak,Manhattan
40.70628634,-74.00632368,3,Alive,Good,honeylocust,Manhattan
40.83934258,-73.94162345,2,Alive,Good,pin oak,Manhattan
40.83213619,-73.9462435,10,Alive,Good,pin oak,Manhattan
40.80895471,-73.96324955,13,Alive,Good,pin oak,Manhattan
40.74429703,-73.980503,9,Alive,Fair,pin oak,Manhattan
40.78825576,-73.94295898,13,Alive,Good,Japanese zelkova,Manhattan
40.77379171,-73.95748994,7,Alive,Good,Japanese zelkova,Manhattan
40.79499821,-73.97485088,6,Dead,NA,NA,Manhattan
40.80069671,-73.96007335,7,Alive,Good,Japanese zelkova,Manhattan
40.78539151,-73.97883408,15,Alive,Good,pin oak,Manhattan
40.73655558,-73.97892756,16,Alive,Good,pin oak,Manhattan
40.83316957,-73.94552778,11,Alive,Good,pin oak,Manhattan
40.83295126,-73.94564807,18,Alive,Good,pin oak,Manhattan
40.78153648,-73.98115371,19,Alive,Good,pin oak,Manhattan
40.78491406,-73.97919443,9,Alive,Good,pin oak,Manhattan
40.78059816,-73.98147745,4,Alive,Good,pin oak,Manhattan
40.83225091,-73.9461597,5,Alive,Good,pin oak,Manhattan
40.80905258,-73.96317792,5,Dead,NA,NA,Manhattan
40.80212199,-73.95353486,5,Alive,Good,black oak,Manhattan
40.76534096,-73.96074576,11,Dead,NA,NA,Manhattan
40.77975952,-73.98241218,3,Alive,Good,northern red oak,Manhattan
40.76310665,-73.98820613,4,Dead,NA,NA,Manhattan
40.78073285,-73.98143925,13,Alive,Good,pin oak,Manhattan
40.78813979,-73.97852255,12,Alive,Good,pin oak,Manhattan
40.78550102,-73.97879035,16,Alive,Good,pin oak,Manhattan
40.83950076,-73.94192716,3,Alive,Good,pin oak,Manhattan
40.83200011,-73.94634291,12,Alive,Good,pin oak,Manhattan
40.81031573,-73.96225554,16,Alive,Good,pin oak,Manhattan
40.83307652,-73.94555652,11,Alive,Good,pin oak,Manhattan
40.83234451,-73.94609132,8,Alive,Good,pin oak,Manhattan
40.72975033,-74.00406977,5,Dead,NA,NA,Manhattan
40.77940341,-73.95998762,4,Dead,NA,NA,Manhattan
40.77199195,-73.95165745,9,Dead,NA,NA,Manhattan
40.73792599,-73.97758097,3,Alive,Good,Japanese zelkova,Manhattan
40.82812349,-73.95099088,3,Alive,Good,red maple,Manhattan
40.77670172,-73.98211149,8,Alive,Good,pin oak,Manhattan
40.78468798,-73.97939696,17,Alive,Good,pin oak,Manhattan
40.78475722,-73.979307789999993,9,Alive,Good,pin oak,Manhattan
40.76292854,-73.98778291,6,Dead,NA,NA,Manhattan
40.800242,-73.94744279,5,Dead,NA,NA,Manhattan
40.80271074,-73.95329671,5,Alive,Good,Chinese elm,Manhattan
40.80274217,-73.95337125,4,Alive,Good,Chinese elm,Manhattan
40.77568445,-73.98211664,4,Alive,Good,pin oak,Manhattan
40.83201276,-73.94637293,18,Alive,Good,pin oak,Manhattan
40.7813006,-73.98123441,22,Alive,Good,pin oak,Manhattan
40.78136701,-73.98121169,10,Alive,Good,pin oak,Manhattan
40.76218538,-73.96331477,9,Alive,Good,pin oak,Manhattan
40.77684274,-73.98210611,10,Alive,Good,pin oak,Manhattan
40.77677854,-73.98210856,8,Alive,Good,pin oak,Manhattan
40.81099392,-73.9617636,0,Stump,NA,NA,Manhattan
40.78131972,-73.98122787,1,Dead,NA,NA,Manhattan
40.82155083,-73.95699824,4,Dead,NA,NA,Manhattan
40.77244678,-73.95520655,5,Alive,Good,Japanese zelkova,Manhattan
40.80322536,-73.95451708,4,Alive,Fair,Chinese elm,Manhattan
40.72319627,-73.98572242,10,Dead,NA,NA,Manhattan
40.73598321,-73.97520909,0,Stump,NA,NA,Manhattan
40.78901477,-73.95509125,9,Alive,Good,Japanese zelkova,Manhattan
40.7895873,-73.95466995,26,Alive,Good,Japanese zelkova,Manhattan
40.82329421,-73.95552673,6,Dead,NA,NA,Manhattan
40.73053656,-73.98612566,13,Alive,Good,Japanese zelkova,Manhattan
40.78380772,-73.95801782,10,Dead,NA,NA,Manhattan
40.7737492,-73.94549008,0,Stump,NA,NA,Manhattan
40.73640176,-73.97903909,5,Alive,Good,pin oak,Manhattan
40.73656785,-74.00368752,16,Alive,Poor,red maple,Manhattan
40.78152603,-73.95260737,2,Alive,Good,Japanese zelkova,Manhattan
40.80278213,-73.95346599,4,Alive,Good,Chinese elm,Manhattan
40.78375049,-73.95788202,0,Stump,NA,NA,Manhattan
40.73625863,-73.97518723,0,Stump,NA,NA,Manhattan
40.78935254,-73.9548427,36,Alive,Good,Japanese zelkova,Manhattan
40.80230811,-73.95296733,3,Dead,NA,NA,Manhattan
40.78090981,-73.98135397,5,Dead,NA,NA,Manhattan
40.7892895,-73.95484978,17,Alive,Good,Japanese zelkova,Manhattan
40.79034401,-73.95407379,19,Alive,Good,Japanese zelkova,Manhattan
40.79041641,-73.95405985,33,Alive,Good,Japanese zelkova,Manhattan
40.79871409,-73.96946049,4,Alive,Good,English oak,Manhattan
40.84015401,-73.94038745,13,Alive,Good,pin oak,Manhattan
40.72739078,-73.97518559,3,Alive,Good,pin oak,Manhattan
40.8275292,-73.95146844,0,Stump,NA,NA,Manhattan
40.77405926,-73.95729526,12,Alive,Good,Japanese zelkova,Manhattan
40.81093795,-73.96180432,0,Stump,NA,NA,Manhattan
40.78052867,-73.98149716,16,Alive,Good,pin oak,Manhattan
40.77103479,-73.94736803,8,Alive,Good,Japanese zelkova,Manhattan
40.76196038,-73.98714088,2,Dead,NA,NA,Manhattan
40.73873535,-73.98074702,4,Alive,Good,pin oak,Manhattan
40.77575523,-73.98211403,15,Alive,Good,pin oak,Manhattan
40.7922231,-73.9757716,19,Alive,Good,pin oak,Manhattan
40.72732958,-73.97504043,5,Dead,NA,NA,Manhattan
40.79222411,-73.97743759,7,Alive,Good,Japanese zelkova,Manhattan
40.8102617,-73.96229489,0,Stump,NA,NA,Manhattan
40.83313172,-73.94551618,13,Alive,Good,pin oak,Manhattan
40.83302421,-73.94559476,8,Alive,Good,pin oak,Manhattan
40.83226356,-73.94618972,22,Alive,Good,pin oak,Manhattan
40.74436464,-73.98066375,0,Stump,NA,NA,Manhattan
40.72970427,-74.00421652,7,Alive,Good,Japanese zelkova,Manhattan
40.7715505,-73.95943696,6,Dead,NA,NA,Manhattan
40.72033115,-73.98158498,10,Alive,Good,English oak,Manhattan
40.78066524,-73.98145843,6,Alive,Good,northern red oak,Manhattan
40.77667024,-73.98207838,8,Alive,Good,pin oak,Manhattan
40.84016677,-73.94041739,8,Alive,Good,pin oak,Manhattan
40.79877913,-73.96961622,8,Alive,Good,pin oak,Manhattan
40.726892,-73.9740025,3,Alive,Good,pin oak,Manhattan
40.77588601,-73.98214353,23,Alive,Good,pin oak,Manhattan
40.76257406,-73.96333006,10,Dead,NA,NA,Manhattan
40.729685,-74.00427789,7,Dead,NA,NA,Manhattan
40.8401256,-73.94044782,0,Stump,NA,NA,Manhattan
40.77331077,-73.95784291,5,Alive,Good,Japanese zelkova,Manhattan
40.78799992,-73.97862405,10,Alive,Good,pin oak,Manhattan
40.84302333,-73.93699244,15,Alive,Good,pin oak,Manhattan
40.7760188,-73.98213864,17,Alive,Good,pin oak,Manhattan
40.77926024,-73.94454835,3,Alive,Good,pin oak,Manhattan
40.7879244,-73.97684398,9,Alive,Good,pin oak,Manhattan
40.78798447,-73.97679197,3,Alive,Good,pin oak,Manhattan
40.78617723,-73.97824993,13,Alive,Good,pin oak,Manhattan
40.79055669,-73.96902439,9,Dead,NA,NA,Manhattan
40.70859119,-74.01814005,7,Alive,Good,Japanese zelkova,Manhattan
40.79477539,-73.97342107,0,Stump,NA,NA,Manhattan
40.7887848,-73.95526048,4,Alive,Good,Japanese zelkova,Manhattan
40.78889499,-73.95517939,3,Alive,Good,Japanese zelkova,Manhattan
40.77401561,-73.94529639,0,Stump,NA,NA,Manhattan
40.78466581,-73.9578621,0,Stump,NA,NA,Manhattan
